text,lang
"Να ζει κανείς ή να μη ζει, ιδού η απορία.!",el
Να ζει κανείς ή να μ,el
"η ζει, ιδού η απορία.",el
"  Να ζει κανείς ή να μη ζει, ιδού η απορία.  ",el
"Να  ζει  κανείς  ή  να  μη  ζει,  ιδού  η  απορία.",el
"User: Να ζει κανείς ή να μη ζει, ιδού η απορία.",el
"Να ζει κανείς ή να μη ζει, ιδού η απορία. (detected)",el
Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης.,el
αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης.,el
ΑΥΤΉ ΤΗ ΣΤΙΓΜΉ ΕΡΓΆΖΟΜΑΙ ΣΕ ΈΝΑ ΈΡΓΟ ΒΑΘΙΆΣ ΜΆΘΗΣΗΣ.,el
Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης.,el
Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης.,el
Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης...,el
Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης..,el
Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης.!,el
Αυτή τη στιγμή εργάζομαι σ,el
ε ένα έργο βαθιάς μάθησης.,el
  Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης.  ,el
Αυτή  τη  στιγμή  εργάζομαι  σε  ένα  έργο  βαθιάς  μάθησης.,el
User: Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης.,el
Αυτή τη στιγμή εργάζομαι σε ένα έργο βαθιάς μάθησης. (detected),el
Θα θέλατε να πάτε για μια βόλτα στο πάρκο;,el
θα θέλατε να πάτε για μια βόλτα στο πάρκο;,el
ΘΑ ΘΈΛΑΤΕ ΝΑ ΠΆΤΕ ΓΙΑ ΜΙΑ ΒΌΛΤΑ ΣΤΟ ΠΆΡΚΟ;,el
Θα θέλατε να πάτε για μια βόλτα στο πάρκο;,el
Θα θέλατε να πάτε για μια βόλτα στο πάρκο;,el
Θα θέλατε να πάτε για μια βόλτα στο πάρκο;,el
Θα θέλατε να πάτε για μια βόλτα στο πάρκο;.,el
Θα θέλατε να πάτε για μια βόλτα στο πάρκο;!,el
Θα θέλατε να πάτε για,el
 μια βόλτα στο πάρκο;,el
  Θα θέλατε να πάτε για μια βόλτα στο πάρκο;  ,el
Θα  θέλατε  να  πάτε  για  μια  βόλτα  στο  πάρκο;,el
User: Θα θέλατε να πάτε για μια βόλτα στο πάρκο;,el
Θα θέλατε να πάτε για μια βόλτα στο πάρκο; (detected),el
Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε.,el
ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε.,el
Ο ΚΌΣΜΟΣ ΕΊΝΑΙ ΓΕΜΆΤΟΣ ΥΠΈΡΟΧΑ ΠΡΆΓΜΑΤΑ ΝΑ ΑΝΑΚΑΛΎΨΕΤΕ.,el
Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε.,el
Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε.,el
Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε...,el
Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε..,el
Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε.!,el
Ο κόσμος είναι γεμάτος υπέρ,el
οχα πράγματα να ανακαλύψετε.,el
  Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε.  ,el
Ο  κόσμος  είναι  γεμάτος  υπέροχα  πράγματα  να  ανακαλύψετε.,el
User: Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε.,el
Ο κόσμος είναι γεμάτος υπέροχα πράγματα να ανακαλύψετε. (detected),el
Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου.,el
η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου.,el
Η ΕΚΠΑΊΔΕΥΣΗ ΕΊΝΑΙ ΤΟ ΚΛΕΙΔΊ ΓΙΑ ΤΟ ΞΕΚΛΕΊΔΩΜΑ ΤΟΥ ΚΌΣΜΟΥ.,el
Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου.,el
Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου.,el
Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου...,el
Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου..,el
Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου.!,el
Η εκπαίδευση είναι το κλειδί ,el
για το ξεκλείδωμα του κόσμου.,el
  Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου.  ,el
Η  εκπαίδευση  είναι  το  κλειδί  για  το  ξεκλείδωμα  του  κόσμου.,el
User: Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου.,el
Η εκπαίδευση είναι το κλειδί για το ξεκλείδωμα του κόσμου. (detected),el
Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα.,el
η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα.,el
Η ΙΣΤΟΡΊΑ ΕΊΝΑΙ ΜΙΑ ΠΙΝΑΚΟΘΉΚΗ ΣΤΗΝ ΟΠΟΊΑ ΥΠΆΡΧΟΥΝ ΛΊΓΑ ΠΡΩΤΌΤΥΠΑ.,el
Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα.,el
Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα.,el
Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα...,el
Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα..,el
Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα.!,el
Η ιστορία είναι μια πινακοθήκη στ,el
ην οποία υπάρχουν λίγα πρωτότυπα.,el
  Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα.  ,el
Η  ιστορία  είναι  μια  πινακοθήκη  στην  οποία  υπάρχουν  λίγα  πρωτότυπα.,el
User: Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα.,el
Η ιστορία είναι μια πινακοθήκη στην οποία υπάρχουν λίγα πρωτότυπα. (detected),el
Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία.,el
μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία.,el
ΜΈΣΑ ΣΕ ΚΆΘΕ ΔΥΣΚΟΛΊΑ ΒΡΊΣΚΕΤΑΙ ΜΙΑ ΕΥΚΑΙΡΊΑ.,el
Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία.,el
Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία.,el
Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία...,el
Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία..,el
Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία.!,el
Μέσα σε κάθε δυσκολία ,el
βρίσκεται μια ευκαιρία.,el
  Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία.  ,el
Μέσα  σε  κάθε  δυσκολία  βρίσκεται  μια  ευκαιρία.,el
User: Μέσα σε κάθε δυσκολία βρίσκεται μια ευκαιρία.,el
